Casting No. / Batch No.,Zn,Fe,Si,Cu,In,Mg,Sn,Ti,Cd,Ga,B,Na,Ni,Oth,V,Al(By Diff)
26C0282101,0.0015,0.072,0.072,0.0005,,0.0071,,0.0008,,0.0109,0.0024,0.0036,0.0024,0.01,0.0077,99.811
26C0282102,0.0015,0.072,0.072,0.0005,,0.0071,,0.0008,,0.0109,0.0024,0.0036,0.0024,0.01,0.0077,99.811
26C0282103,0.0015,0.072,0.072,0.0005,,0.0071,,0.0008,,0.0109,0.0024,0.0036,0.0024,0.01,0.0077,99.811
26D0270321,0.0016,0.078,0.076,0.0009,,0.0091,,0.0008,,0.011,0.0024,0.003,0.0026,0.01,0.0072,99.8
26E0316410,0.0016,0.077,0.064,0.0007,,0.0116,,0.001,,0.011,0.0027,0.0053,0.0022,0.01,0.0095,99.807
26E0316411,0.0016,0.077,0.064,0.0007,,0.0116,,0.001,,0.011,0.0027,0.0053,0.0022,0.01,0.0095,99.807
26C0282224,0.0015,0.072,0.072,0.0005,,0.0071,,0.0008,,0.0109,0.0024,0.0036,0.0024,0.01,0.0077,99.811
26D0270310,0.0016,0.078,0.076,0.0009,,0.0091,,0.0008,,0.011,0.0024,0.003,0.0026,0.01,0.0072,99.8
26D0270311,0.0016,0.078,0.076,0.0009,,0.0091,,0.0008,,0.011,0.0024,0.003,0.0026,0.01,0.0072,99.8
26E0313316,0.0016,0.071,0.065,0.0004,,0.0051,,0.0011,,0.0115,0.003,0.0052,0.0029,0.01,0.0098,99.815
26F0248434,0.0018,0.079,0.064,0.0002,,0.0026,,0.0007,,0.0107,0.0023,0.0036,0.0027,0.01,0.0077,99.818
26A0252119,0.0019,0.076,0.075,0.0002,,0.0158,,0.0022,,0.0109,0.0031,0.0027,0.0026,0.01,0.0089,99.794
26C0268113,0.0016,0.074,0.072,0.0004,,0.0076,,0.0009,,0.0113,0.0021,0.003,0.0027,0.01,0.0069,99.81
26D0266401,0.0015,0.143,0.064,0.0011,,0.007,,0.0007,,0.011,0.0014,0.0001,0.0027,0.01,0.0005,99.76
26E0305307,0.0015,0.07,0.065,0.0006,,0.008,,0.001,,0.0107,0.0027,0.0027,0.0023,0.01,0.0097,99.819
26E0332415,0.0016,0.084,0.069,0.0005,,0.0041,,0.0011,,0.011,0.003,0.0035,0.003,0.01,0.0081,99.803
26E0332416,0.0016,0.084,0.069,0.0005,,0.0041,,0.0011,,0.011,0.003,0.0035,0.003,0.01,0.0081,99.803
26E0333420,0.0016,0.085,0.073,0.0005,,0.0096,,0.0008,,0.0107,0.0024,0.0025,0.0024,0.01,0.0059,99.798
26A0279115,0.0019,0.067,0.063,0.0008,,0.0045,,0.0012,,0.0108,0.0034,0.0073,0.0022,0.01,0.0105,99.82
26B0322128,0.0018,0.083,0.078,0.0005,,0.0133,,0.0011,,0.0107,0.0024,0.0038,0.0031,0.01,0.0083,99.784
26B0322129,0.0018,0.083,0.078,0.0005,,0.0133,,0.0011,,0.0107,0.0024,0.0038,0.0031,0.01,0.0083,99.784
26E0327305,0.0016,0.084,0.077,0.0004,,0.008,,0.001,,0.0108,0.003,0.0035,0.0026,0.01,0.008,99.792
26E0327306,0.0016,0.084,0.077,0.0004,,0.008,,0.001,,0.0108,0.003,0.0035,0.0026,0.01,0.008,99.792
26E0327310,0.0016,0.084,0.077,0.0004,,0.008,,0.001,,0.0108,0.003,0.0035,0.0026,0.01,0.008,99.792
26D0287424,0.002,0.069,0.069,0.0002,,0.0021,,0.0007,,0.011,0.0027,0.0033,0.0026,0.01,0.0085,99.822
26D0287425,0.002,0.069,0.069,0.0002,,0.0021,,0.0007,,0.011,0.0027,0.0033,0.0026,0.01,0.0085,99.822
26D0287426,0.002,0.069,0.069,0.0002,,0.0021,,0.0007,,0.011,0.0027,0.0033,0.0026,0.01,0.0085,99.822
26A0278134,0.0016,0.072,0.073,0.0006,,0.0041,,0.0008,,0.011,0.0031,0.0046,0.0024,0.01,0.0081,99.811
26A0278135,0.0016,0.072,0.073,0.0006,,0.0041,,0.0008,,0.011,0.0031,0.0046,0.0024,0.01,0.0081,99.811
26A0278136,0.0016,0.072,0.073,0.0006,,0.0041,,0.0008,,0.011,0.0031,0.0046,0.0024,0.01,0.0081,99.811
26E0331313,0.0019,0.067,0.069,0.0007,,0.0042,,0.001,,0.0106,0.0026,0.0063,0.0022,0.01,0.009,99.818
26E0331314,0.0019,0.067,0.069,0.0007,,0.0042,,0.001,,0.0106,0.0026,0.0063,0.0022,0.01,0.009,99.818
26E0331315,0.0019,0.067,0.069,0.0007,,0.0042,,0.001,,0.0106,0.0026,0.0063,0.0022,0.01,0.009,99.818
26D0285415,0.0018,0.064,0.062,0.0004,,0.0047,,0.0008,,0.011,0.0019,0.0033,0.0035,0.01,0.0082,99.83
26A0279101,0.0019,0.067,0.063,0.0008,,0.0045,,0.0012,,0.0108,0.0034,0.0073,0.0022,0.01,0.0105,99.82
26A0279103,0.0019,0.067,0.063,0.0008,,0.0045,,0.0012,,0.0108,0.0034,0.0073,0.0022,0.01,0.0105,99.82
26E0330427,0.0016,0.083,0.069,0.0005,,0.0041,,0.001,,0.0109,0.0032,0.0035,0.0029,0.01,0.0082,99.804
26E0331319,0.0019,0.067,0.069,0.0007,,0.0042,,0.001,,0.0106,0.0026,0.0063,0.0022,0.01,0.009,99.818
26E0331320,0.0019,0.067,0.069,0.0007,,0.0042,,0.001,,0.0106,0.0026,0.0063,0.0022,0.01,0.009,99.818
26A0278142,0.0016,0.072,0.073,0.0006,,0.0041,,0.0008,,0.011,0.0031,0.0046,0.0024,0.01,0.0081,99.811
26C0287103,0.0016,0.069,0.072,0.0005,,0.0036,,0.0011,,0.0112,0.0026,0.0045,0.0025,0.01,0.0084,99.815
26C0287104,0.0016,0.069,0.072,0.0005,,0.0036,,0.0011,,0.0112,0.0026,0.0045,0.0025,0.01,0.0084,99.815
26E0331422,0.0019,0.067,0.069,0.0007,,0.0042,,0.001,,0.0106,0.0026,0.0063,0.0022,0.01,0.009,99.818
26B0311103,0.0016,0.084,0.076,0.0008,,0.0143,,0.0012,,0.0108,0.0027,0.005,0.0024,0.01,0.0085,99.786
26D0267313,0.0016,0.086,0.063,0.0018,,0.0016,,0.0007,,0.0114,0.0028,0.0035,0.0026,0.01,0.0081,99.809
26F0254312,0.0017,0.069,0.062,0.0007,,0.0012,,0.0008,,0.0109,0.0019,0.0031,0.0031,0.01,0.0079,99.83
26B0296206,0.0016,0.073,0.077,0.0005,,0.0057,,0.0008,,0.011,0.0024,0.0037,0.0027,0.01,0.008,99.806
26B0296207,0.0016,0.073,0.077,0.0005,,0.0057,,0.0008,,0.011,0.0024,0.0037,0.0027,0.01,0.008,99.806
26B0296208,0.0016,0.073,0.077,0.0005,,0.0057,,0.0008,,0.011,0.0024,0.0037,0.0027,0.01,0.008,99.806
26A0249202,0.0015,0.072,0.07,0.0004,,0.0013,,0.0009,,0.011,0.0023,0.0033,0.0025,0.01,0.0074,99.821
26A0250105,0.0019,0.074,0.063,0.0004,,0.0008,,0.0009,,0.0107,0.0029,0.0037,0.0027,0.01,0.0091,99.823
26A0250106,0.0019,0.074,0.063,0.0004,,0.0008,,0.0009,,0.0107,0.0029,0.0037,0.0027,0.01,0.0091,99.823
26D0268335,0.0017,0.092,0.09,0.0022,,0.0096,,0.001,,0.0108,0.0028,0.0039,0.0024,0.01,0.0092,99.766
26E0313315,0.0016,0.071,0.065,0.0004,,0.0051,,0.0011,,0.0115,0.003,0.0052,0.0029,0.01,0.0098,99.815
26E0316428,0.0016,0.077,0.064,0.0007,,0.0116,,0.001,,0.011,0.0027,0.0053,0.0022,0.01,0.0095,99.807
26D0267406,0.0016,0.086,0.063,0.0018,,0.0016,,0.0007,,0.0114,0.0028,0.0035,0.0026,0.01,0.0081,99.809
26E0311310,0.0019,0.09,0.062,0.0002,,0.0009,,0.0009,,0.0107,0.0029,0.0036,0.0028,0.01,0.0083,99.809
26E0311311,0.0019,0.09,0.062,0.0002,,0.0009,,0.0009,,0.0107,0.0029,0.0036,0.0028,0.01,0.0083,99.809
26B0306105,0.0017,0.076,0.071,0.0006,,0.0098,,0.0011,,0.0112,0.0029,0.0039,0.0032,0.01,0.0104,99.8
26B0306106,0.0017,0.076,0.071,0.0006,,0.0098,,0.0011,,0.0112,0.0029,0.0039,0.0032,0.01,0.0104,99.8
26B0306107,0.0017,0.076,0.071,0.0006,,0.0098,,0.0011,,0.0112,0.0029,0.0039,0.0032,0.01,0.0104,99.8
26C0277105,0.0016,0.08,0.07,0.0005,,0.0009,,0.0006,,0.0115,0.0029,0.0044,0.0031,0.01,0.0078,99.809
26C0277215,0.0016,0.08,0.07,0.0005,,0.0009,,0.0006,,0.0115,0.0029,0.0044,0.0031,0.01,0.0078,99.809
26C0277216,0.0016,0.08,0.07,0.0005,,0.0009,,0.0006,,0.0115,0.0029,0.0044,0.0031,0.01,0.0078,99.809
26E0318416,0.0016,0.069,0.068,0.0004,,0.0106,,0.0009,,0.0111,0.0029,0.0042,0.0024,0.01,0.0083,99.814
26E0318417,0.0016,0.069,0.068,0.0004,,0.0106,,0.0009,,0.0111,0.0029,0.0042,0.0024,0.01,0.0083,99.814
26E0318418,0.0016,0.069,0.068,0.0004,,0.0106,,0.0009,,0.0111,0.0029,0.0042,0.0024,0.01,0.0083,99.814
26C0281222,0.0016,0.073,0.074,0.0005,,0.0093,,0.0019,,0.0109,0.0029,0.004,0.0037,0.01,0.0102,99.8
26C0281223,0.0016,0.073,0.074,0.0005,,0.0093,,0.0019,,0.0109,0.0029,0.004,0.0037,0.01,0.0102,99.8
26E0310436,0.0015,0.071,0.066,0.0004,,0.0008,,0.0006,,0.011,0.0027,0.0033,0.003,0.01,0.0076,99.825
26B0313201,0.0016,0.088,0.075,0.0038,,0.0013,,0.0008,,0.011,0.0028,0.0036,0.0026,0.01,0.0081,99.793
26B0313202,0.0016,0.088,0.075,0.0038,,0.0013,,0.0008,,0.011,0.0028,0.0036,0.0026,0.01,0.0081,99.793
26B0313203,0.0016,0.088,0.075,0.0038,,0.0013,,0.0008,,0.011,0.0028,0.0036,0.0026,0.01,0.0081,99.793
26A0265203,0.0018,0.078,0.095,0.0004,,0.0011,,0.0009,,0.0105,0.0031,0.0051,0.0033,0.01,0.0097,99.783
26A0265204,0.0018,0.078,0.095,0.0004,,0.0011,,0.0009,,0.0105,0.0031,0.0051,0.0033,0.01,0.0097,99.783
26F0256421,0.0024,0.158,0.062,0.0007,,0.0026,,0.0147,,0.0106,0.0049,0.0013,0.0025,0.01,0.0052,99.728
26B0307104,0.0016,0.082,0.074,0.0006,,0.0076,,0.0008,,0.0107,0.0026,0.0041,0.0024,0.01,0.0085,99.798
26B0307105,0.0016,0.082,0.074,0.0006,,0.0076,,0.0008,,0.0107,0.0026,0.0041,0.0024,0.01,0.0085,99.798
26B0315202,0.0016,0.077,0.067,0.0006,,0.0054,,0.0012,,0.0108,0.003,0.0056,0.0023,0.01,0.0084,99.81
26B0315203,0.0016,0.077,0.067,0.0006,,0.0054,,0.0012,,0.0108,0.003,0.0056,0.0023,0.01,0.0084,99.81
26C0280121,0.0018,0.072,0.075,0.0008,,0.0099,,0.001,,0.0108,0.003,0.0039,0.0029,0.01,0.0101,99.801
26D0276406,0.0019,0.078,0.064,0.0002,,0.0091,,0.0009,,0.0106,0.0023,0.0034,0.0024,0.01,0.0076,99.813
26D0276407,0.0019,0.078,0.064,0.0002,,0.0091,,0.0009,,0.0106,0.0023,0.0034,0.0024,0.01,0.0076,99.813
26D0276408,0.0019,0.078,0.064,0.0002,,0.0091,,0.0009,,0.0106,0.0023,0.0034,0.0024,0.01,0.0076,99.813
26B0315105,0.0016,0.077,0.067,0.0006,,0.0054,,0.0012,,0.0108,0.003,0.0056,0.0023,0.01,0.0084,99.81
26B0315106,0.0016,0.077,0.067,0.0006,,0.0054,,0.0012,,0.0108,0.003,0.0056,0.0023,0.01,0.0084,99.81
26B0315107,0.0016,0.077,0.067,0.0006,,0.0054,,0.0012,,0.0108,0.003,0.0056,0.0023,0.01,0.0084,99.81
26B0315115,0.0016,0.077,0.067,0.0006,,0.0054,,0.0012,,0.0108,0.003,0.0056,0.0023,0.01,0.0084,99.81
26B0315116,0.0016,0.077,0.067,0.0006,,0.0054,,0.0012,,0.0108,0.003,0.0056,0.0023,0.01,0.0084,99.81
26B0315210,0.0016,0.077,0.067,0.0006,,0.0054,,0.0012,,0.0108,0.003,0.0056,0.0023,0.01,0.0084,99.81
26C0277114,0.0016,0.08,0.07,0.0005,,0.0009,,0.0006,,0.0115,0.0029,0.0044,0.0031,0.01,0.0078,99.809
26C0278209,0.0016,0.08,0.066,0.0008,,0.0008,,0.0008,,0.0113,0.0027,0.0034,0.0026,0.01,0.0077,99.815
26E0312411,0.0016,0.082,0.063,0.0005,,0.0015,,0.0016,,0.0109,0.0031,0.0066,0.0022,0.01,0.0097,99.81
26B0296201,0.0016,0.073,0.077,0.0005,,0.0057,,0.0008,,0.011,0.0024,0.0037,0.0027,0.01,0.008,99.806
26B0296202,0.0016,0.073,0.077,0.0005,,0.0057,,0.0008,,0.011,0.0024,0.0037,0.0027,0.01,0.008,99.806
26C0269212,0.0015,0.074,0.06,0.0007,,0.002,,0.0009,,0.0106,0.0026,0.0046,0.0024,0.01,0.0088,99.825
26B0308210,0.0016,0.066,0.064,0.0009,,0.0025,,0.0007,,0.0108,0.0032,0.0054,0.0023,0.01,0.0097,99.826
26B0308211,0.0016,0.066,0.064,0.0009,,0.0025,,0.0007,,0.0108,0.0032,0.0054,0.0023,0.01,0.0097,99.826
26B0309201,0.0017,0.071,0.066,0.0007,,0.0087,,0.0009,,0.0109,0.0029,0.0065,0.0022,0.01,0.0096,99.812
26C0281206,0.0016,0.073,0.074,0.0005,,0.0093,,0.0019,,0.0109,0.0029,0.004,0.0037,0.01,0.0102,99.8
26C0281211,0.0016,0.073,0.074,0.0005,,0.0093,,0.0019,,0.0109,0.0029,0.004,0.0037,0.01,0.0102,99.8
26D0268336,0.0017,0.092,0.09,0.0022,,0.0096,,0.001,,0.0108,0.0028,0.0039,0.0024,0.01,0.0092,99.766
26A0250202,0.0019,0.074,0.063,0.0004,,0.0008,,0.0009,,0.0107,0.0029,0.0037,0.0027,0.01,0.0091,99.823
26A0250203,0.0019,0.074,0.063,0.0004,,0.0008,,0.0009,,0.0107,0.0029,0.0037,0.0027,0.01,0.0091,99.823
26A0250204,0.0019,0.074,0.063,0.0004,,0.0008,,0.0009,,0.0107,0.0029,0.0037,0.0027,0.01,0.0091,99.823
26F0253434,0.0015,0.062,0.064,0.0004,,0.0013,,0.0007,,0.0109,0.0024,0.0029,0.0023,0.01,0.0075,99.837
26D0278409,0.0019,0.07,0.056,0.0002,,0.0015,,0.0014,,0.011,0.0028,0.0047,0.0026,0.01,0.0102,99.83
26E0331423,0.0019,0.067,0.069,0.0007,,0.0042,,0.001,,0.0106,0.0026,0.0063,0.0022,0.01,0.009,99.818
26E0331418,0.0019,0.067,0.069,0.0007,,0.0042,,0.001,,0.0106,0.0026,0.0063,0.0022,0.01,0.009,99.818
26A0267208,0.0016,0.08,0.07,0.0006,,0.0016,,0.0009,,0.0108,0.003,0.0047,0.0023,0.01,0.0097,99.807
26B0311223,0.0016,0.084,0.076,0.0008,,0.0143,,0.0012,,0.0108,0.0027,0.005,0.0024,0.01,0.0085,99.786
26B0312222,0.0017,0.082,0.074,0.0005,,0.0117,,0.001,,0.0108,0.0028,0.005,0.0023,0.01,0.0097,99.791
26A0277105,0.0016,0.074,0.076,0.0005,,0.0068,,0.0008,,0.0111,0.0023,0.0038,0.0026,0.01,0.0066,99.806
26A0277110,0.0016,0.074,0.076,0.0005,,0.0068,,0.0008,,0.0111,0.0023,0.0038,0.0026,0.01,0.0066,99.806
26A0277111,0.0016,0.074,0.076,0.0005,,0.0068,,0.0008,,0.0111,0.0023,0.0038,0.0026,0.01,0.0066,99.806
26C0277221,0.0016,0.08,0.07,0.0005,,0.0009,,0.0006,,0.0115,0.0029,0.0044,0.0031,0.01,0.0078,99.809
26C0277222,0.0016,0.08,0.07,0.0005,,0.0009,,0.0006,,0.0115,0.0029,0.0044,0.0031,0.01,0.0078,99.809
26E0320421,0.0017,0.097,0.075,0.0008,,0.0101,,0.001,,0.0109,0.003,0.006,0.0025,0.01,0.0095,99.774
26A0271112,0.0015,0.093,0.07,0.0007,,0.0026,,0.0007,,0.0107,0.0026,0.0063,0.0023,0.01,0.0081,99.794
26A0271113,0.0015,0.093,0.07,0.0007,,0.0026,,0.0007,,0.0107,0.0026,0.0063,0.0023,0.01,0.0081,99.794
26B0313218,0.0016,0.088,0.075,0.0038,,0.0013,,0.0008,,0.011,0.0028,0.0036,0.0026,0.01,0.0081,99.793
26E0319434,0.0016,0.089,0.08,0.0006,,0.0122,,0.0011,,0.0107,0.0028,0.0045,0.0022,0.01,0.0092,99.779
26E0319435,0.0016,0.089,0.08,0.0006,,0.0122,,0.0011,,0.0107,0.0028,0.0045,0.0022,0.01,0.0092,99.779
26E0319436,0.0016,0.089,0.08,0.0006,,0.0122,,0.0011,,0.0107,0.0028,0.0045,0.0022,0.01,0.0092,99.779
26B0300213,0.0019,0.081,0.07,0.0001,,0.011,,0.0011,,0.0108,0.0028,0.0033,0.0027,0.01,0.0091,99.799
26B0300214,0.0019,0.081,0.07,0.0001,,0.011,,0.0011,,0.0108,0.0028,0.0033,0.0027,0.01,0.0091,99.799
26B0300215,0.0019,0.081,0.07,0.0001,,0.011,,0.0011,,0.0108,0.0028,0.0033,0.0027,0.01,0.0091,99.799
26E0322406,0.0017,0.076,0.065,0.0007,,0.0062,,0.001,,0.0108,0.0034,0.0066,0.0025,0.01,0.0102,99.809
26E0322410,0.0017,0.076,0.065,0.0007,,0.0062,,0.001,,0.0108,0.0034,0.0066,0.0025,0.01,0.0102,99.809
26E0322411,0.0017,0.076,0.065,0.0007,,0.0062,,0.001,,0.0108,0.0034,0.0066,0.0025,0.01,0.0102,99.809
26B0305210,0.0016,0.081,0.072,0.002,,0.0013,,0.0007,,0.0111,0.0031,0.0033,0.0026,0.01,0.008,99.805
26B0305211,0.0016,0.081,0.072,0.002,,0.0013,,0.0007,,0.0111,0.0031,0.0033,0.0026,0.01,0.008,99.805
26B0305212,0.0016,0.081,0.072,0.002,,0.0013,,0.0007,,0.0111,0.0031,0.0033,0.0026,0.01,0.008,99.805
26B0310106,0.0019,0.072,0.071,0.0002,,0.0012,,0.0009,,0.0104,0.0029,0.0037,0.0024,0.01,0.009,99.817
26B0310107,0.0019,0.072,0.071,0.0002,,0.0012,,0.0009,,0.0104,0.0029,0.0037,0.0024,0.01,0.009,99.817
26B0310111,0.0019,0.072,0.071,0.0002,,0.0012,,0.0009,,0.0104,0.0029,0.0037,0.0024,0.01,0.009,99.817
26D0278407,0.0019,0.07,0.056,0.0002,,0.0015,,0.0014,,0.011,0.0028,0.0047,0.0026,0.01,0.0102,99.83
26D0278408,0.0019,0.07,0.056,0.0002,,0.0015,,0.0014,,0.011,0.0028,0.0047,0.0026,0.01,0.0102,99.83
26D0267312,0.0016,0.086,0.063,0.0018,,0.0016,,0.0007,,0.0114,0.0028,0.0035,0.0026,0.01,0.0081,99.809
26A0280110,0.0018,0.062,0.065,0.0004,,0.0014,,0.001,,0.0108,0.0024,0.0041,0.0035,0.01,0.0103,99.83
26D0284312,0.002,0.071,0.065,0.0001,,0.0063,,0.001,,0.0112,0.0024,0.003,0.0026,0.01,0.0079,99.82
26D0284409,0.002,0.071,0.065,0.0001,,0.0063,,0.001,,0.0112,0.0024,0.003,0.0026,0.01,0.0079,99.82
26D0284410,0.002,0.071,0.065,0.0001,,0.0063,,0.001,,0.0112,0.0024,0.003,0.0026,0.01,0.0079,99.82
26C0265107,0.0015,0.071,0.067,0.0007,,0.0013,,0.0009,,0.0106,0.0028,0.0028,0.0024,0.01,0.0089,99.824
26D0277407,0.0016,0.084,0.073,0.0004,,0.01,,0.0011,,0.0111,0.0026,0.0043,0.0025,0.01,0.0074,99.795
26D0277408,0.0016,0.084,0.073,0.0004,,0.01,,0.0011,,0.0111,0.0026,0.0043,0.0025,0.01,0.0074,99.795
26D0286307,0.0015,0.071,0.066,0.0005,,0.0041,,0.0008,,0.0111,0.0027,0.0036,0.0027,0.01,0.0075,99.82
26D0286308,0.0015,0.071,0.066,0.0005,,0.0041,,0.0008,,0.0111,0.0027,0.0036,0.0027,0.01,0.0075,99.82
26D0286309,0.0015,0.071,0.066,0.0005,,0.0041,,0.0008,,0.0111,0.0027,0.0036,0.0027,0.01,0.0075,99.82
26D0283419,0.0016,0.075,0.073,0.0004,,0.0088,,0.0009,,0.0111,0.0024,0.0041,0.0025,0.01,0.007,99.806
26D0283420,0.0016,0.075,0.073,0.0004,,0.0088,,0.0009,,0.0111,0.0024,0.0041,0.0025,0.01,0.007,99.806
26D0283421,0.0016,0.075,0.073,0.0004,,0.0088,,0.0009,,0.0111,0.0024,0.0041,0.0025,0.01,0.007,99.806
26E0330406,0.0016,0.083,0.069,0.0005,,0.0041,,0.001,,0.0109,0.0032,0.0035,0.0029,0.01,0.0082,99.804
26E0330407,0.0016,0.083,0.069,0.0005,,0.0041,,0.001,,0.0109,0.0032,0.0035,0.0029,0.01,0.0082,99.804
26E0330408,0.0016,0.083,0.069,0.0005,,0.0041,,0.001,,0.0109,0.0032,0.0035,0.0029,0.01,0.0082,99.804
26E0331321,0.0019,0.067,0.069,0.0007,,0.0042,,0.001,,0.0106,0.0026,0.0063,0.0022,0.01,0.009,99.818
26E0331401,0.0019,0.067,0.069,0.0007,,0.0042,,0.001,,0.0106,0.0026,0.0063,0.0022,0.01,0.009,99.818
26E0331403,0.0019,0.067,0.069,0.0007,,0.0042,,0.001,,0.0106,0.0026,0.0063,0.0022,0.01,0.009,99.818
26C0287105,0.0016,0.069,0.072,0.0005,,0.0036,,0.0011,,0.0112,0.0026,0.0045,0.0025,0.01,0.0084,99.815
26C0287115,0.0016,0.069,0.072,0.0005,,0.0036,,0.0011,,0.0112,0.0026,0.0045,0.0025,0.01,0.0084,99.815
26C0287117,0.0016,0.069,0.072,0.0005,,0.0036,,0.0011,,0.0112,0.0026,0.0045,0.0025,0.01,0.0084,99.815
26D0285431,0.0018,0.064,0.062,0.0004,,0.0047,,0.0008,,0.011,0.0019,0.0033,0.0035,0.01,0.0082,99.83
26D0285433,0.0018,0.064,0.062,0.0004,,0.0047,,0.0008,,0.011,0.0019,0.0033,0.0035,0.01,0.0082,99.83
26D0286304,0.0015,0.071,0.066,0.0005,,0.0041,,0.0008,,0.0111,0.0027,0.0036,0.0027,0.01,0.0075,99.82
26A0266227,0.0016,0.084,0.073,0.0005,,0.0009,,0.0008,,0.0112,0.0029,0.0036,0.003,0.01,0.0082,99.802
26A0267206,0.0016,0.08,0.07,0.0006,,0.0016,,0.0009,,0.0108,0.003,0.0047,0.0023,0.01,0.0097,99.807
26A0267207,0.0016,0.08,0.07,0.0006,,0.0016,,0.0009,,0.0108,0.003,0.0047,0.0023,0.01,0.0097,99.807
26A0263212,0.0015,0.06,0.053,0.0008,,0.0009,,0.0009,,0.0109,0.003,0.0045,0.0023,0.01,0.009,99.846
26A0278101,0.0016,0.072,0.073,0.0006,,0.0041,,0.0008,,0.011,0.0031,0.0046,0.0024,0.01,0.0081,99.811
26A0278102,0.0016,0.072,0.073,0.0006,,0.0041,,0.0008,,0.011,0.0031,0.0046,0.0024,0.01,0.0081,99.811
26A0280109,0.0018,0.062,0.065,0.0004,,0.0014,,0.001,,0.0108,0.0024,0.0041,0.0035,0.01,0.0103,99.83
26A0259202,0.0015,0.069,0.056,0.0004,,0.0009,,0.0008,,0.0116,0.003,0.0043,0.0025,0.01,0.0096,99.832
26A0259203,0.0015,0.069,0.056,0.0004,,0.0009,,0.0008,,0.0116,0.003,0.0043,0.0025,0.01,0.0096,99.832
26B0303107,0.0017,0.072,0.063,0.0004,,0.0012,,0.0013,,0.011,0.0029,0.0041,0.0036,0.01,0.0095,99.822
26F0254314,0.0017,0.069,0.062,0.0007,,0.0012,,0.0008,,0.0109,0.0019,0.0031,0.0031,0.01,0.0079,99.83
26F0254315,0.0017,0.069,0.062,0.0007,,0.0012,,0.0008,,0.0109,0.0019,0.0031,0.0031,0.01,0.0079,99.83
26F0254416,0.0017,0.069,0.062,0.0007,,0.0012,,0.0008,,0.0109,0.0019,0.0031,0.0031,0.01,0.0079,99.83
26B0295109,0.0015,0.068,0.066,0.0005,,0.0009,,0.001,,0.0109,0.0028,0.0037,0.0024,0.01,0.009,99.826
26B0295110,0.0015,0.068,0.066,0.0005,,0.0009,,0.001,,0.0109,0.0028,0.0037,0.0024,0.01,0.009,99.826
26B0295111,0.0015,0.068,0.066,0.0005,,0.0009,,0.001,,0.0109,0.0028,0.0037,0.0024,0.01,0.009,99.826
26C0279212,0.0017,0.071,0.069,0.0006,,0.0081,,0.0009,,0.0109,0.0026,0.0062,0.0023,0.01,0.009,99.811
26E0311402,0.0019,0.09,0.062,0.0002,,0.0009,,0.0009,,0.0107,0.0029,0.0036,0.0028,0.01,0.0083,99.809
26E0311403,0.0019,0.09,0.062,0.0002,,0.0009,,0.0009,,0.0107,0.0029,0.0036,0.0028,0.01,0.0083,99.809
26A0250110,0.0019,0.074,0.063,0.0004,,0.0008,,0.0009,,0.0107,0.0029,0.0037,0.0027,0.01,0.0091,99.823
26A0250205,0.0019,0.074,0.063,0.0004,,0.0008,,0.0009,,0.0107,0.0029,0.0037,0.0027,0.01,0.0091,99.823
26A0250206,0.0019,0.074,0.063,0.0004,,0.0008,,0.0009,,0.0107,0.0029,0.0037,0.0027,0.01,0.0091,99.823
26D0272424,0.0018,0.071,0.06,0.0002,,0.0011,,0.0007,,0.0099,0.0024,0.0038,0.0024,0.01,0.0088,99.832
26D0273428,0.0016,0.084,0.086,0.0004,,0.0091,,0.0011,,0.0111,0.0029,0.0029,0.0028,0.01,0.0075,99.783
26D0273429,0.0016,0.084,0.086,0.0004,,0.0091,,0.0011,,0.0111,0.0029,0.0029,0.0028,0.01,0.0075,99.783
26F0240416,0.0016,0.069,0.064,0.0008,,0.0025,,0.0007,,0.0103,0.0022,0.0024,0.0021,0.01,0.0069,99.831
26F0240417,0.0016,0.069,0.064,0.0008,,0.0025,,0.0007,,0.0103,0.0022,0.0024,0.0021,0.01,0.0069,99.831
26F0240418,0.0016,0.069,0.064,0.0008,,0.0025,,0.0007,,0.0103,0.0022,0.0024,0.0021,0.01,0.0069,99.831
26A0275103,0.0017,0.088,0.08,0.0004,,0.0117,,0.0011,,0.0106,0.0023,0.0032,0.0036,0.01,0.0086,99.78
26A0275104,0.0017,0.088,0.08,0.0004,,0.0117,,0.0011,,0.0106,0.0023,0.0032,0.0036,0.01,0.0086,99.78
26A0276210,0.0017,0.078,0.073,0.0007,,0.0111,,0.0007,,0.0106,0.0016,0.0045,0.0024,0.01,0.0066,99.802
26B0322130,0.0018,0.083,0.078,0.0005,,0.0133,,0.0011,,0.0107,0.0024,0.0038,0.0031,0.01,0.0083,99.784
26D0286321,0.0015,0.071,0.066,0.0005,,0.0041,,0.0008,,0.0111,0.0027,0.0036,0.0027,0.01,0.0075,99.82
26D0287402,0.002,0.069,0.069,0.0002,,0.0021,,0.0007,,0.011,0.0027,0.0033,0.0026,0.01,0.0085,99.822
26A0275206,0.0017,0.088,0.08,0.0004,,0.0117,,0.0011,,0.0106,0.0023,0.0032,0.0036,0.01,0.0086,99.78
26A0275207,0.0017,0.088,0.08,0.0004,,0.0117,,0.0011,,0.0106,0.0023,0.0032,0.0036,0.01,0.0086,99.78
26A0275208,0.0017,0.088,0.08,0.0004,,0.0117,,0.0011,,0.0106,0.0023,0.0032,0.0036,0.01,0.0086,99.78
